,importance
weight,0.026045380740005328
Height,0.023640315902173074
urine,0.01908562925096483
temp,0.013240923772588838
pulse,0.011235675861495573
ALKALINE_PHOSPHATASE,0.007902559749570761
min,0.00785182935289232
nausea,0.007824849008146345
UREA,0.00764382292618061
SERUM_GGT,0.007242730364394946
stoma,0.0070389611479759456
mL,0.006817880042626805
SERUM_POTASSIUM,0.0067519119969182305
stable,0.006749248409060288
SERUM_CREATININE,0.006458443972896987
biopsy,0.006336609015518483
SERUM_ALBUMIN,0.005954193428352536
liquid,0.005766742798079914
Phosphorous Test,0.005636592026701576
vomiting,0.005586028268722666
PR,0.005529825930913808
IVF,0.005490912892318971
Stable,0.005472016983078877
hemoglobin,0.005362255646363655
Hb,0.005352595481976589
transfusion,0.005339695508069678
closure,0.005304509065881216
PLT,0.005254775726253803
oral,0.00505305744128673
flatus,0.005038458604799891
stool,0.004955762556643229
fever,0.0049537915477793956
SERUM_CALCIUM,0.004877449166405564
ml,0.004868931151034025
TOTAL_PROTEIN,0.00479527902140354
WBC,0.004761476089127713
BILIRUBIN,0.004752478106689303
cholecystectomy,0.004745375038552163
vomit,0.004705508863738864
Right,0.004702551289520716
Oral,0.004673086618933713
prothrombin,0.0046518745897890105
hr,0.00452804425385848
DIRECT_BILIRUBIN,0.004493776691997197
patient,0.00444986821805008
rt,0.004445289476851303
abdomen,0.004399079733565831
left,0.0043938303873788795
repair,0.004352570633178007
Soft diet,0.004285296730786853
normal,0.004271594741851597
UOP,0.004215573488474883
diet,0.004205233856820077
half,0.0040884774293301705
SGPT,0.004081916511763079
urine output,0.004062029281633927
foley,0.004000045122886882
soft diet,0.003976128155241362
Flatus,0.003949335921401898
RTA,0.003932468019018706
SERUM_SODIUM,0.003923171653615002
incisional hernia,0.0038971167504186386
low,0.0038955244728084044
pt,0.0038236236228739117
Left,0.003805535770797929
water,0.0037908287005424023
motion,0.003784340963264423
Patient,0.003779341503541839
pain,0.0037322123101366806
SGOT,0.0037281016523417936
hb,0.0037147652575984596
PRBC,0.003667126988954175
surgery,0.003649226575646551
Transfusion,0.0035626322673089203
NA,0.0035282344486646097
right,0.003518899735736102
repeat,0.003431493564158462
CT,0.0033067743104488903
air,0.0032870580355903577
abdominal,0.0032633029813802054
present,0.00314647917771997
morning,0.00309480545198841
ML,0.00307794447397554
other,0.003064115840732357
Fever,0.0030502816906230403
