,importance
weight,0.0270803725654391
Height,0.023397600561272217
urine,0.018502889370149506
temp,0.013057809484008124
pulse,0.011795050180429855
UREA,0.009618224194739981
min,0.007936565211710113
nausea,0.0069457825172597664
SERUM_POTASSIUM,0.00667423359616422
ALKALINE_PHOSPHATASE,0.00660227626765711
SERUM_GGT,0.006531139864918112
PR,0.006481083249868139
SERUM_ALBUMIN,0.006374963190577746
biopsy,0.0062675219013720905
vomit,0.006230787825280614
SERUM_CALCIUM,0.0061599230634316795
stoma,0.006113794102250698
WBC,0.006085716155687088
mL,0.00596814442148039
liquid,0.005957875880957769
closure,0.005922613291113604
stable,0.00586501239838142
fever,0.005828772287901437
Hb,0.0058060861009700945
SERUM_CREATININE,0.005565636929149021
cholecystectomy,0.0054366426718772546
DIRECT_BILIRUBIN,0.005405635909574474
Phosphorous Test,0.005402794305554115
hemoglobin,0.00529068944699663
SGPT,0.005234346624144872
rt,0.005191592549240813
motion,0.005168295853108967
oral,0.005117307444068986
Stable,0.005111969984949319
vomiting,0.0050786668527168346
transfusion,0.005060600452846522
PLT,0.004972565362749823
IVF,0.004876568709986832
flatus,0.004869150390758679
TOTAL_PROTEIN,0.0048172157099214494
hr,0.004745219062562955
stool,0.0047357740709674
patient,0.004666361917025015
soft diet,0.00458526575906931
SERUM_SODIUM,0.004572669430234102
abdomen,0.00451733922426388
tab,0.004410251147417434
left,0.004396078382289708
urine output,0.004395875905351053
SGOT,0.0043698066518151595
diet,0.0043398906568140935
foley,0.004272849847734947
RTA,0.004190622900453324
OD,0.004183923945126379
PRBC,0.004173194618921228
Oral,0.004160289396407416
normal,0.004147366949276163
BILIRUBIN,0.004087240362193074
Right,0.004043157582474827
UOP,0.004016210305944447
Patient,0.003982620323280741
ml,0.00397141920867541
right,0.003958808303869981
pt,0.003871126117704572
cbc,0.0038152453701327
water,0.0038049543410010505
abdominal,0.003690245320624206
morning,0.003662433473503141
hb,0.0036340770254417866
fistula,0.0035822113490707732
repair,0.0035776488332285986
Soft diet,0.0035691188095777837
exploratory laparotomy,0.003517027432383905
FFP,0.0035115113224506943
repeat,0.003433612584834804
Transfusion,0.0034102186031475953
NA,0.003379940997977534
Liquid,0.0033769439876428784
cyst,0.0033521321355607803
pain,0.003330295203354469
CT,0.0032629487458515015
low,0.003258460140841077
prothrombin,0.0032576069014886968
air,0.0031799369399759985
yes,0.0031598076158441736
ivf,0.0030818761595800214
Fever,0.0030789578252723875
surgery,0.003069067809335379
ileostomy,0.003054714467219464
albumin,0.0030458487317564895
present,0.003031339696626517
primary,0.003010211821851634
uop,0.003001227799217883
incisional hernia,0.002940361631425703
pr,0.002919610557592915
Left,0.002911879587473063
gm,0.002901092692592984
other,0.0028509949104191254
high,0.002839601487673165
bag,0.002832240414562273
CBC,0.0027793264903006568
tube,0.0027657429513327845
