,importance
weight,0.027567459860942653
Height,0.02312893029183204
urine,0.019055161428051515
temp,0.012932593187703326
pulse,0.011191327687181063
closure,0.008417793351795265
min,0.008299155685521961
UREA,0.007351551699875809
biopsy,0.007109805736483676
hemoglobin,0.006772475682270452
nausea,0.006626974060867658
SERUM_POTASSIUM,0.006537074497138363
stoma,0.006304397874741793
SERUM_CREATININE,0.006246185763740307
urine output,0.005877540135823096
mL,0.005870417908224278
Stable,0.005812750383921827
SERUM_ALBUMIN,0.005539037937608426
ALKALINE_PHOSPHATASE,0.005504970588819676
oral,0.005495797014637625
PR,0.005477090396771297
SERUM_CALCIUM,0.005467061549681321
stable,0.005424525056876992
SERUM_GGT,0.005400280221438583
fever,0.005359456691482503
patient,0.005334754958947557
cholecystectomy,0.005321297625129889
stool,0.005245163925153376
Right,0.005162426038897535
motion,0.0051485182574100945
rt,0.00508919006142642
soft diet,0.005031953629980075
liquid,0.00498105128300528
PLT,0.004940931588773291
flatus,0.004874063733226482
SGPT,0.00479056273340103
vomit,0.004784308262287131
Flatus,0.004782440777853804
TOTAL_PROTEIN,0.004778806548241025
transfusion,0.004769835032371279
RTA,0.004724516644684351
vomiting,0.004717476316486012
ml,0.004705537613293054
WBC,0.004683685810823414
left,0.0046344004811514905
hr,0.004625095363914219
abdomen,0.00459403578960885
normal,0.004434289192201774
Phosphorous Test,0.004429596656213495
Oral,0.00442165668078598
hb,0.004364308502846516
SGOT,0.004352170981448491
DIRECT_BILIRUBIN,0.004283952158747015
diet,0.004253847375255329
IVF,0.004218472778522352
UOP,0.004167826414316878
BILIRUBIN,0.004131123109949664
repair,0.004093134839269983
SERUM_SODIUM,0.004088762431214284
Hb,0.004019075987332139
abdominal,0.0039057306572570457
PRBC,0.003900591193961346
Left,0.0038882868814484883
tube,0.0038246031386378098
FFP,0.0038119366103088275
surgery,0.0037885657944150913
right,0.0037723071816141655
pain,0.0036058286251421253
Patient,0.003602351267330822
Transfusion,0.003495307769385876
exploratory laparotomy,0.0034839960733610243
foley,0.0034173671433887875
water,0.0033888753227802933
ileostomy,0.0033385214958126823
morning,0.0033115676386164476
present,0.0033008383374065553
Soft diet,0.0032896506370238762
evening,0.0032686189899659305
repeat,0.0032511946023995627
ivf,0.003205796613406803
Liquid,0.003204143271075073
CT,0.003136856062786535
prothrombin,0.0030520859209821447
cbc,0.0030422076136758045
fistula,0.003035690901045877
uop,0.0030114420110516674
unit,0.0029391231465446333
low,0.002910137694420441
STABLE,0.002907829246719644
Exploratory laparotomy,0.0028950046739944016
cyst,0.0028849101393951847
half,0.002870068384519027
albumin,0.002859962265038811
pt,0.002806351401422585
tab,0.0027977501383559047
healthy,0.0027807064746883264
days,0.0027802683732468464
air,0.0027680967261025894
NA,0.0027504495879997837
pr,0.0026084381683177853
blood transfusion,0.002607516440144405
other,0.0026057835752116426
abdominal distension,0.0026029096675494155
gm,0.0025903995335917365
CBC,0.0025899981556683238
excision,0.002580233124885507
high,0.0025723357375143493
iv,0.0025480329055111526
incisional hernia,0.002530121555962936
primary,0.0025242796457127536
bag,0.0025187783705104983
Fever,0.0024943262696424007
mg,0.002490998704712817
small,0.002486270693353104
perforation,0.002477065753590713
TLC,0.0024760544654050336
antibiotics,0.002474549218138705
IV,0.00241592353859755
bleeding,0.002413156066399199
BD,0.0023999731942348267
ML,0.00237505167572443
adhesiolysis,0.0023649923303303527
IV FLUIDS,0.002350452146305232
MIN,0.002343456839566204
enema,0.0023409107982421133
Tachycardia,0.002312881609838434
black,0.002291022583248622
heparin,0.0022650016444691994
Pancreatic necrosectomy,0.00226072057821449
gastrograffin,0.002257172272925562
clear,0.002244822676184589
abdominal pain,0.002244660523546416
Hr,0.0022204848308364743
subtotal colectomy,0.002215312948139477
Albumin,0.002167005625863266
site,0.0021559161240477594
tachycardia,0.0021379780660787857
Uop,0.00212344053469242
packing,0.002105857279885172
ct,0.0020800274452838657
Biopsy,0.0020700965620849814
yes,0.0020661379879961346
continue,0.002033053111760308
LOW,0.0020061251717061264
stenting,0.0019841893251028556
None,0.001983703557973745
Heparin,0.001970509997131966
Abdominal,0.0019616156745154737
pancreatic necrosectomy,0.0019384588054199405
HJ,0.0019361052329346577
polyp,0.0019334001602052094
Wound,0.0019182360666352657
wound,0.001913551348571353
reconnection,0.0019103135779581452
INR,0.0018879417866733419
iv fluids,0.001884211626520111
ORAL,0.0018835999979609792
LEFT,0.0018794194652962646
OD,0.0018790681400871622
right hemicolectomy,0.0018789953888262054
chest,0.0018548778701776899
obstruction,0.0018468940047313544
Normal,0.0018412263717787066
total gastrectomy,0.0018354305126937619
jejunostomy,0.0018345977222312573
abdominal distention,0.0018256947951212328
maintain,0.0017949325223358041
HB,0.0017866992661055804
DI,0.0017587121284489238
Nausea,0.0017502233122099757
splenectomy,0.0017461574677451364
Rta,0.0017382249609068283
ileostomy closure,0.0017159002064209825
hourly,0.0016901065009191885
room air,0.0016890051256461826
amylase,0.0016887350215338862
hrs,0.0016733948361230743
once,0.0016717355711701565
Pain,0.0016377608502548809
PCV,0.0016212767100688807
PCD,0.0016020391412066254
treatment,0.0015919721921911953
Foley,0.0015679854023314267
serum,0.0015643941428233907
WOUND,0.0015562884268406707
bolus,0.0015510943937237136
status,0.0015476132698713683
colostomy,0.0015382090386590853
drainage,0.0015138829361732392
DIET,0.0015047301372382324
appendicectomy,0.0015001621966402553
ambulation,0.0014918569578661741
Vomiting,0.0014888128759792646
low urine output,0.0014886621851745924
improved,0.0014791021731150199
purulent,0.0014573824649561809
DT,0.001455377870754877
lymph,0.0014549632024631685
HR,0.001453887970407785
STOOL,0.0014414281565223596
mild,0.0014369547919415668
Pr,0.0014351807754848529
single,0.001434956044025339
whipple procedure,0.0014296849808281779
FLATUS,0.0014086368684599576
fentanyl,0.0013980822818701673
ffp,0.0013901640060866992
Does Patient Have A Risk of 500ml blood loss(7ml/kg in children)?,0.0013882590354222573
Has antibiotic prophylaxis been given within the last 60 minutes?,0.0013571943287531269
GB,0.0013529373567038824
CCI,0.0013320429129246114
liter,0.001329311836585887
daily,0.001321752555375521
TRANSFUSION,0.001318575926869259
umbilical hernia,0.0013073539478900334
High,0.0012932011452452177
FEVER,0.0012829221785666737
head,0.0012793884320742549
inhalation,0.001276523697849444
noradrenaline,0.0012742326932086735
Whipples procedure,0.0012615098191425351
LIQUID,0.001256140463406026
Serum,0.0012541848402616547
spo2,0.001252524132962143
Conscious,0.0012375000370421446
appendectomy,0.0012367138117820164
rta,0.001231410595562788
cough,0.0012295023337628283
Low,0.001213504250874729
Tube,0.0012134252770501079
Ileostomy,0.0012014532969641877
