,importance
weight,0.028133046890158674
Height,0.02415411858380952
urine,0.017602004333558234
temp,0.013379622241577465
pulse,0.011799439863620764
stoma,0.009133093120757056
min,0.007895349938047823
closure,0.007716309183735282
UREA,0.0076667106404468
SERUM_ALBUMIN,0.007054100363748151
nausea,0.006600463676946851
SERUM_CREATININE,0.006309186901945677
liquid,0.006221213587821696
hemoglobin,0.0061822811030361165
stable,0.006161543670598121
rt,0.006126866285071048
transfusion,0.0060463764613324904
SERUM_POTASSIUM,0.005861327656254538
SERUM_GGT,0.0058182061220105556
Hb,0.00578368683372529
WBC,0.005732356670050161
mL,0.0057054440992014505
fever,0.005565946882994239
TOTAL_PROTEIN,0.005472781923041456
IVF,0.005381438101732775
Stable,0.005299766165049979
Phosphorous Test,0.005254947029249928
SERUM_CALCIUM,0.005246710920732231
vomiting,0.005198050335526203
PLT,0.005156173810182606
left,0.005063727843097911
oral,0.005008775866481488
flatus,0.004955340437132277
stool,0.004918419816920151
ALKALINE_PHOSPHATASE,0.0049054180505759245
prothrombin,0.004821513597047242
SGOT,0.004733706095439799
Right,0.004721077363818317
patient,0.004681584524470168
cholecystectomy,0.004635319813170101
Oral,0.004594634662222067
vomit,0.004558241627046244
cbc,0.0045272035489346005
FFP,0.004518121043854423
Transfusion,0.004493099112598189
soft diet,0.004475384319302594
right,0.004429414679664977
SERUM_SODIUM,0.004422879739148484
RTA,0.004406674942710274
SGPT,0.004394927117831822
DIRECT_BILIRUBIN,0.0043821127164827755
motion,0.0043170688495597475
PR,0.004231407099625189
Soft diet,0.004197949989899094
abdomen,0.004157417288586688
PRBC,0.004126090611177876
hr,0.004117163232420277
biopsy,0.004077336415075267
abdominal distension,0.004063531684620923
tab,0.004033019144504541
UOP,0.003985408522140432
normal,0.003981352982564606
diet,0.003972777528114762
NA,0.003920872608707137
BILIRUBIN,0.0038768373256752916
present,0.003797115055975066
repair,0.0037910775393626335
low,0.003708794578307988
primary,0.0037079045688286376
ml,0.003699073801710022
hb,0.003690757339805774
pain,0.003664327197061382
Exploratory laparotomy,0.0036290468095723145
bleeding,0.003589157369093381
morning,0.0035536228404439325
abdominal,0.0034756473996473
Patient,0.003456219538159123
urine output,0.0034504714686720626
perforation,0.0033843623420833384
water,0.0033700249009213606
tube,0.003355806119836017
ivf,0.0033483159990955772
