,importance
weight,0.029163203620210625
Height,0.022548714941334206
urine,0.01878436144376191
temp,0.01323273051002711
pulse,0.011589316424160662
UREA,0.008268456968266346
SERUM_ALBUMIN,0.007615486202255666
min,0.0070577739220407535
stoma,0.0064380593709635475
stable,0.006401348828466616
transfusion,0.006394244881181757
SERUM_GGT,0.0063372282280732915
motion,0.006335716660632909
SERUM_POTASSIUM,0.0062564041469989435
Stable,0.006255543158916495
closure,0.006001687697701147
vomiting,0.00569600200648555
Phosphorous Test,0.005690963069823338
vomit,0.005674814515924694
SERUM_CREATININE,0.005664557737778901
fever,0.005603790351224197
stool,0.005574268515543365
ALKALINE_PHOSPHATASE,0.005563829329638419
Hb,0.005536896227618691
BILIRUBIN,0.005467862842782991
oral,0.005389123114602039
RTA,0.0053868975199651776
diet,0.00531241215883415
nausea,0.005254881761683665
PR,0.005237637121287871
DIRECT_BILIRUBIN,0.005210039149117926
Transfusion,0.005124843435796573
WBC,0.005108771765370313
IVF,0.0050980909192262225
TOTAL_PROTEIN,0.005063048965579804
PLT,0.0050529897064577065
hemoglobin,0.005031499369386737
flatus,0.005026251745492361
foley,0.0050232747176366345
mL,0.004952121477714581
liquid,0.004904409246568031
soft diet,0.004879270867076667
SGPT,0.0048724772909907324
SERUM_CALCIUM,0.004865133686146798
SGOT,0.004844440181077465
UOP,0.0047006371130924075
rt,0.0046874976442422625
patient,0.0046490588358721625
cholecystectomy,0.004642227463351822
urine output,0.00460484640437328
ml,0.004598770300275691
PRBC,0.0045459906141004335
abdomen,0.00441647453702984
Patient,0.004406246347217764
left,0.004405049076974386
right,0.00437197610585719
normal,0.004357693311159697
water,0.004348347070523656
Oral,0.004300091067818092
Left,0.004285388671968599
hr,0.004246467449823571
prothrombin,0.004172357445524442
Right,0.004092611121182252
biopsy,0.00407522988076722
uop,0.004074444540164957
Soft diet,0.004070310195690699
repair,0.003793599859631328
albumin,0.0037921068832532023
repeat,0.0036997069934917378
pain,0.00361663693457443
CT,0.003610166897064105
SERUM_SODIUM,0.003571662300850831
present,0.003541088106924891
hb,0.003508800336674988
fistula,0.003370829283356024
ivf,0.0033655858604045136
pr,0.003349345729132648
tube,0.0032241013303878963
tab,0.0032198887748566165
abdominal,0.0032139825160040947
FFP,0.0032125188876562494
exploratory laparotomy,0.0032092509120967287
morning,0.0031795392322328496
NA,0.003171527221121267
cbc,0.0031447945723206954
ileostomy,0.003108316057718011
CBC,0.003099674874009087
low,0.0030385676581530874
blood transfusion,0.0030245990737653326
iv,0.0030134043037984117
other,0.0030043779680588873
unit,0.0029716529892650175
Fever,0.0029532932776401414
mg,0.0029256117682536177
abdominal distension,0.0029055547966152268
Exploratory laparotomy,0.0028078298178757137
pt,0.0027938477328388845
air,0.002769273850611761
bag,0.002747462699499586
Liquid,0.0027207602828195365
surgery,0.0026959344738547485
HJ,0.0025727863865583336
jejunostomy,0.002547153153552373
site,0.002518143165747944
OD,0.0025135237166921
incisional hernia,0.0025020004640104606
clear,0.002496874964663751
gm,0.0024955973423840677
DM,0.0024791466093711215
black,0.002452690496373847
small,0.0024446358110704306
enema,0.002444634916837834
yes,0.0024411238955759176
primary,0.0024348347324195134
cyst,0.00243189554643057
excision,0.002372805137024781
Flatus,0.0023716187792538236
drop,0.0023598950872894538
TLC,0.0023597796993894784
high,0.0023560759942269503
None,0.0023491213722494483
Normal,0.0023333440668648086
healthy,0.0023244607839535843
IV,0.002312560442238266
gastrograffin,0.0022931035338829187
status,0.00226322343760726
heparin,0.002238402564921449
ML,0.0022289415143712725
abdominal pain,0.002218404987840803
HB,0.002157489002186498
MIN,0.002146860370691131
Abdominal,0.002127827699243801
STABLE,0.002126593463302664
days,0.0021198749089097664
Tachycardia,0.002114286576711741
perforation,0.0021061201941645186
ct,0.002094279177552727
half,0.002083372420188385
adhesiolysis,0.002075583309116892
bleeding,0.0020568170203294255
tachycardia,0.002054790080350947
appendicectomy,0.0020410826624674915
Nausea,0.0020341341367356657
right hemicolectomy,0.0020217657673448604
IV FLUIDS,0.002006563579386079
hrs,0.0020026852760462108
HR,0.0019814395040665795
wound,0.0019520486211036005
obstruction,0.001946486168566363
BD,0.0019384667324854675
