,importance
weight,0.02608657315383092
Height,0.02313541799190354
urine,0.018154230034020908
temp,0.013254504676783957
pulse,0.012648143672306785
UREA,0.010377823658272528
SERUM_GGT,0.008631409060932866
min,0.008298671432804643
stable,0.007418221008609642
closure,0.007417893197695539
hemoglobin,0.007139208435222331
nausea,0.007113861816578111
stoma,0.007083692545084419
Hb,0.006430261034371182
Stable,0.006214708933458426
SERUM_CREATININE,0.006203688414200067
PR,0.00615239118828834
mL,0.00602453752280911
RTA,0.0058976212688157245
SERUM_ALBUMIN,0.00570582236319934
SERUM_POTASSIUM,0.0055227637705116545
fever,0.0054881494056413455
Oral,0.005412327726355266
transfusion,0.0053764369453869485
vomiting,0.005239453701087213
WBC,0.005220181068243885
ALKALINE_PHOSPHATASE,0.005107023174440411
SERUM_CALCIUM,0.005082594813694111
liquid,0.005007058946716216
rt,0.00500130257833741
Phosphorous Test,0.004976795413536451
oral,0.00489105133422558
vomit,0.004840422404950941
cholecystectomy,0.004840008866198024
ml,0.004792642576519996
flatus,0.004786336008484834
hr,0.004728335865380829
SERUM_SODIUM,0.004725361548124879
biopsy,0.004685864407714101
stool,0.004663347029027359
UOP,0.004615605920262584
SGOT,0.004608325089839619
diet,0.0045123386023839225
soft diet,0.004464300345740876
PLT,0.0044389043829307934
DIRECT_BILIRUBIN,0.004432624718892768
SGPT,0.004395277494800422
right,0.004391158968824791
normal,0.004373671657738724
BILIRUBIN,0.004262462923613373
Right,0.004250585833100238
IVF,0.004249929669073348
water,0.004171988322717072
left,0.004031826140678281
Patient,0.004010815145238621
TOTAL_PROTEIN,0.003950747903688568
PRBC,0.003856414834100358
repair,0.00379867469905185
Soft diet,0.00379492005470199
Exploratory laparotomy,0.003794103718174849
abdomen,0.0037851074223200385
patient,0.0037171433145846548
urine output,0.0036935746103330795
FFP,0.00365589815128412
pain,0.0036556325231788343
pt,0.0036360397556013165
morning,0.0035838245271994033
tube,0.0035725742344341876
fistula,0.0035668842665001906
uop,0.0035585860687912074
exploratory laparotomy,0.0035399524526800808
other,0.003526178956477894
hb,0.0034786954956936684
Fever,0.003472809933570793
motion,0.0034487274635310117
abdominal,0.003446655358017958
Left,0.003396273553841205
black,0.0033373096060318893
foley,0.003328731648684031
cbc,0.00332684054732277
days,0.0033047944395205734
Transfusion,0.0032639507325504446
iv,0.0032332345287328693
gm,0.003218690819963576
prothrombin,0.0032115353101801053
air,0.003187408543006697
gastrograffin,0.0031855425538792515
NA,0.0031184722761544723
CT,0.003111018984980704
Liquid,0.003107371821635901
half,0.003096097150925164
bag,0.003060794619428508
excision,0.002980980891863957
low,0.002971230382883299
surgery,0.0029605303209069896
present,0.0029595369232308516
ileostomy,0.002953558620524504
IV,0.002934036370619606
heparin,0.002883530596815654
pr,0.0028679221431282356
tab,0.0028506627975115424
mg,0.0028404184211356393
albumin,0.0027988173975506056
repeat,0.0027821540462377205
Albumin,0.002756195220567484
clear,0.002754060520296542
cyst,0.0027464360749728848
incisional hernia,0.002735650897021047
unit,0.002645045675745573
Flatus,0.002622403385736279
CBC,0.0026099683765252895
ivf,0.0026063056730556535
blood transfusion,0.002593985150484166
TLC,0.00254890615478454
tachycardia,0.0025173988292759445
enema,0.002508366159805674
bleeding,0.0025024843020056958
Normal,0.002442557923010419
None,0.002410908544859149
jejunostomy,0.0024037623540667337
site,0.00237035194630934
primary,0.002363219453580717
chest,0.0023376995882713855
high,0.002324080052864055
splenectomy,0.0022894690307190607
INR,0.0022887469481682704
BD,0.002236044831979549
HB,0.0022318565071445845
perforation,0.0022173213617743127
STABLE,0.0021993306657021525
purulent,0.002188944201203497
Abdominal,0.0021710299417273724
healthy,0.0021677426032402324
small,0.0021610138473830234
Pancreatic necrosectomy,0.002155623410118812
IV FLUIDS,0.0021059908173852
ML,0.0020881812043759356
MIN,0.0020844465522464528
evening,0.002072778484176825
OD,0.002055256105052318
Biopsy,0.0020480130513467966
wound,0.002030503855174972
obstruction,0.002005709046180117
Foley,0.0019920768137970603
adhesiolysis,0.001987355649602924
Hr,0.001982948362849478
hrs,0.001980728933895322
WOUND,0.0019640090420492877
Vomiting,0.0019592193913922874
HJ,0.0019471503234886757
stenting,0.0019378466376861188
hourly,0.0019300529331852953
right hemicolectomy,0.0019262249954364442
continue,0.0019129448444407708
inhalation,0.0019075042644823657
abdominal pain,0.0019064036175087979
Tachycardia,0.0019030748370523834
Has antibiotic prophylaxis been given within the last 60 minutes?,0.0018846200561173177
ambulation,0.0018618261760080057
drop,0.0018589028147286797
Low,0.0018513262099680847
Heparin,0.001834728333109369
Uop,0.0018327281918661448
antibiotics,0.0018262654875832551
abdominal distension,0.001824565916894085
Nausea,0.0018196621127006837
ileostomy closure,0.0018177721552452835
colostomy,0.0018038869032114694
low urine output,0.0017892097949745304
appendicectomy,0.0017745462111590702
abdominal distention,0.001695762701662774
night,0.0016733806331851798
FLATUS,0.001670963817175542
HR,0.001654945281722041
room air,0.0016499643233825305
LEFT,0.0016489697022031961
DI,0.0016457802124669537
suppository,0.0016387038228778863
drainage,0.0016329722395214661
ORAL,0.001623946233847112
subtotal colectomy,0.0016202953054056633
treatment,0.0016183544631430498
Does Patient Have A Risk of 500ml blood loss(7ml/kg in children)?,0.0015990982376519144
PCD,0.001596701166419754
Pt,0.0015893225334461319
PCV,0.0015848391662855916
iv fluids,0.001578100524097558
status,0.0015744253004157317
DM,0.0015613136848616036
polyp,0.0015510842694173132
TRANSFUSION,0.0015429427776469842
single,0.0015413381452206347
Pain,0.0015291880463522427
pancreatic necrosectomy,0.001519948310640259
once,0.0014902490963712275
Conscious,0.0014710428033447962
improved,0.0014659359554878794
Whipples procedure,0.0014627355946158535
DIET,0.0014589447256885312
yes,0.0014310553734230183
FEVER,0.0014217818160086194
ffp,0.001412812692299493
packing,0.001403834718303055
GB,0.0013861227114174062
ct,0.0013676497030510268
Cholecystectomy,0.0013641054916578158
metabolic acidosis,0.0013431780856655278
Abdominal distension,0.0013353204831601112
STOOL,0.0013297092402191574
hospital,0.0013007948747057081
Died,0.0012981624852181517
Wound,0.0012694019202458
Blood transfusion,0.00126488126949424
serum,0.0012580759076188785
Gallstones,0.0012562362202069477
IV fluids,0.0012414931509912707
pancreatectomy,0.0012242465035923254
mouth,0.0012221952223104048
Pr,0.0012103727977615174
rta,0.0012097571211123778
oxygen,0.001207222203715456
BIOPSY,0.0011977985292894646
dulcolax,0.0011940967113243878
Na,0.0011882349292717466
Abdominal distention,0.0011862919567987209
reconnection,0.0011812003209145407
total gastrectomy,0.0011738634550512107
Gastrograffin,0.0011583487125318638
pleural effusion,0.0011530418915104564
SOFT DIET,0.0011478050656000727
High,0.0011471958776901028
prbc,0.0011452506246018498
Incisional hernia,0.001142290525705014
Abdomen,0.0011370925091710364
Right hemicolectomy,0.0011335594661766432
LOW,0.0011314877126229748
NAUSEA,0.001129741591567913
HIGH,0.0011150388671529877
no,0.001107865690450289
distal pancreatectomy,0.0011038526907316754
cough,0.001102182117246524
lymph,0.001100746830351997
fentanyl,0.0010943066970625396
