,importance
weight,0.027411528715853718
Height,0.023724241024431176
urine,0.01922456746082289
temp,0.012612250581522362
pulse,0.012109632193195519
UREA,0.01117658482034583
min,0.007765721721206354
hemoglobin,0.006874828393376145
closure,0.006700108447985024
SERUM_ALBUMIN,0.006677597197711672
SERUM_POTASSIUM,0.006512427178315088
nausea,0.00634887469970075
rt,0.006189078027650764
stoma,0.006113478884229285
stable,0.006068581200856175
PR,0.00604531127961786
vomit,0.005713519273779018
oral,0.005667741474962689
Hb,0.005610462859171946
vomiting,0.00556347158624362
soft diet,0.005560268893439734
DIRECT_BILIRUBIN,0.005441314136528632
liquid,0.005398055060746276
ALKALINE_PHOSPHATASE,0.005372140988609241
repair,0.005361829517179176
fever,0.005343153460787292
mL,0.005340840413789264
SERUM_CALCIUM,0.005268529883625731
SERUM_GGT,0.005219789345782849
diet,0.004999893292746677
left,0.004993565334698161
RTA,0.004982169641268119
IVF,0.004958844919496803
transfusion,0.004955448189370607
Stable,0.004917579687058483
UOP,0.004884987252773829
SERUM_CREATININE,0.00483072432185917
PLT,0.004812088581480854
WBC,0.004779604356941898
stool,0.004749847531460648
Phosphorous Test,0.004727345648581752
cholecystectomy,0.004616537651514661
hr,0.004590739186489632
flatus,0.0045392720148016465
right,0.004538825693919545
TOTAL_PROTEIN,0.004499678272614086
incisional hernia,0.004464507442902398
Oral,0.004377923111731695
patient,0.004324082192179318
Patient,0.004223033474483615
PRBC,0.004176843127939311
SERUM_SODIUM,0.004128295041626291
biopsy,0.004073417749781043
SGPT,0.004061953241227004
SGOT,0.003991068331671689
Right,0.003986229091080499
motion,0.003976332412815295
abdomen,0.003947937610255871
uop,0.003927671638490753
ml,0.003908320733946077
BILIRUBIN,0.003849360904749272
Transfusion,0.003802274304219114
primary,0.003783618417234447
pt,0.003747255778456139
Soft diet,0.003733648191667471
water,0.003606785092162901
Left,0.0035485062131444486
present,0.0035231488069960523
prothrombin,0.0035213813032791853
fistula,0.0034865875090257363
ML,0.0034796987187965993
hb,0.003446994222170628
air,0.0034374514249551854
normal,0.0034228281655484653
CT,0.003417637737391909
FFP,0.0034001977722316027
tab,0.0033987109000762667
ivf,0.003389693969884334
low,0.0033468204983805034
NA,0.0033200192047231807
pain,0.003286483340554816
iv,0.003247751347737477
pr,0.0031967888812770803
tube,0.003194951718458764
evening,0.0031800379007353224
Liquid,0.0031675799359202504
urine output,0.003165265758562899
abdominal,0.003096575348339115
exploratory laparotomy,0.0030650103139690287
morning,0.0030008284057123137
IV,0.003000683716576601
blood transfusion,0.002984702769590119
foley,0.0029706289591969123
healthy,0.002917460903371758
cbc,0.002914882256009258
bleeding,0.0028491607928856012
days,0.002838965663695863
hourly,0.002751363887344333
surgery,0.0027448407963861876
repeat,0.002724800203816418
CBC,0.0026918176861516568
gm,0.0026749714645840847
hrs,0.002622279398482665
half,0.00258078806289437
unit,0.002576924363909301
Fever,0.0025693537319246423
tachycardia,0.002564638602476218
LEFT,0.002563129664563438
albumin,0.0025483344688143617
site,0.002529461117898094
Exploratory laparotomy,0.002511656758061566
other,0.0025113889777616
cyst,0.0025008372064674366
Abdominal,0.0024947701560280194
