,importance
weight,0.030328020947255088
Height,0.030310505907105156
urine,0.009321208156690474
UREA,0.009041169513864534
ALKALINE_PHOSPHATASE,0.008505469355722337
SERUM_ALBUMIN,0.008395559942839092
SERUM_CREATININE,0.007857481204033873
repeat,0.007539595340847173
primary,0.007288868556243817
stoma,0.00716848670269338
pulse,0.006854601149062863
bleeding,0.006333690878465893
SERUM_GGT,0.006171306572893319
biopsy,0.006123775455365863
Flatus,0.0058009560657634645
hemoglobin,0.005559975293714432
WBC,0.005421618978605811
Transfusion,0.005400089510681505
SERUM_POTASSIUM,0.00539335209025747
cbc,0.00506025895309302
TOTAL_PROTEIN,0.0047674823915848565
mL,0.004693395887818336
closure,0.004654187013155911
vomiting,0.004573312935524732
stable,0.004540699644324727
SERUM_CALCIUM,0.004539957204683703
rt,0.0043650434831100605
DIRECT_BILIRUBIN,0.00433223602869851
min,0.004330053893537684
Pancreatic necrosectomy,0.004170695514135254
cholecystectomy,0.004148179901172959
liquid,0.004108137594048595
cyst,0.0040822842808711
soft diet,0.004055426148838214
Stable,0.0040380021803743844
vomit,0.004021899436362923
fever,0.003959246196188113
SGOT,0.003949988155126331
stenting,0.003932422076667847
nausea,0.003871862165994647
motion,0.003853633716490773
half,0.0038224759668532404
oral,0.003765090403946799
packing,0.0036720044475140033
LEFT,0.003655758492865202
flatus,0.003614179781291679
transfusion,0.0035721073695661005
IV FLUIDS,0.0035400851283697936
BILIRUBIN,0.003496866431212534
total gastrectomy,0.0034474421549420893
days,0.0033561598530508657
OD,0.003332212412828701
Oral,0.0032895738418814097
foley,0.0032299049527794613
Hb,0.003220316025808191
tab,0.0031570925818926723
IVF,0.003156996249641902
fistula,0.0031329199209323547
diet,0.0031236402045097473
incisional hernia,0.0031103654850682576
water,0.0031064876424730216
appendicectomy,0.0030851579350540926
None,0.00305908128417248
Right,0.0030363938986327495
PLT,0.0029945685971171634
pr,0.0029673667559402452
Dulcolax,0.002949049679969021
normal,0.0029350061098633324
Patient,0.002920818050785765
Abdominal distention,0.002856812335978712
hb,0.0028469809267410366
fentanyl,0.002846378361855589
WOUND,0.002836223703787475
perforation,0.0028190626314937343
patient,0.0028026036784936747
enema,0.002794534116834959
Soft diet,0.002793184806741184
other,0.0027925142115715748
Phosphorous Test,0.0027857766256723774
DT,0.0027547714672659647
UOP,0.002732701378822037
ml,0.0027295363870603424
temp,0.002728587530139347
possible,0.0027284642816909053
Morning,0.00271829413372279
RTA,0.002707912665727153
stool,0.0026968703850567635
prothrombin,0.002685317804049282
repair,0.0026787164108754745
injury,0.002615531843374333
yes,0.0026139269439523897
right,0.0026097291063932764
subtotal colectomy,0.002589213470953324
Left,0.0025648513941358302
abdominal,0.002555898379383363
TRANSFUSION,0.0025377931496202775
pain,0.002485770262939542
FFP,0.0024846604912715947
left,0.002455607122233453
hr,0.0024469126570514925
Hr,0.0024195631904613013
stomach,0.0024038850235819317
black,0.002393115729157178
maintain,0.0023858614070335687
air,0.002376567435843458
blood transfusion,0.0023764664051627847
Rta,0.002371604389153816
albumin,0.002346376652157201
ivf,0.0023439682933230226
colostomy,0.0023359037663794645
BIOPSY,0.0023328701707345393
room air,0.0022848649501670494
abdomen,0.002271961289993101
low,0.002261333712349513
morning,0.0022612649632688044
adhesiolysis,0.0022567371715430766
present,0.0022400762990797793
Exploratory laparotomy,0.0022336443710604162
PR,0.002223600720651134
HIGH,0.0022132584483992705
ABDOMINAL,0.002205538985097917
ileostomy,0.00220049049531713
liter,0.0021956241081617033
surgery,0.0021872482733950984
PRBC,0.0021854718159796376
FEVER,0.002176842175212968
ORAL,0.002174900562931974
spo2,0.0021747958298389955
bag,0.002171009244747163
obstruction,0.0021559593411706202
splenectomy,0.002154362539750918
gm,0.002115213163036706
Whipples procedure,0.0021062019726717854
unit,0.0021019504531800243
gastrograffin,0.0020846152010689026
tumour,0.0020813235929818758
reconnection,0.002076061058702675
exploratory laparotomy,0.002072311040197047
pt,0.002062308654997497
mg,0.0020461593893766773
ML,0.0020377210558233574
mouth,0.0020331724110715316
SGPT,0.0020259551033264896
abdominal pain,0.001974273352098586
high,0.0019652454907495257
BD,0.0019386559517700704
excision,0.0019366755703626455
HJ,0.0019232352905952709
tube,0.00191557130714462
drop,0.0018899197798562676
abdominal distension,0.001884987748807762
jejunostomy,0.001883806286115216
uop,0.0018836789573583907
Liter,0.0018629130631918438
WATER,0.0018618877047473618
feeding jejunostomy,0.001859028146532996
CBC,0.0018514666829694585
APTT,0.0018400273411687078
small,0.0018376215964248457
RTa,0.0018296641749433226
tachycardia,0.0018098371413212769
laproscopic cholecystectomy,0.0017786867534108656
lymph,0.001771925812795962
IV,0.0017436667970764739
INR,0.001740770586115854
improved,0.0017407648998456534
pancreatic necrosectomy,0.0017226790020675915
abdominoplasty,0.001721418512298617
Bolus,0.0016979494892740113
hiccups,0.001687785904358963
Stop,0.0016717795814110586
STOOL,0.0016326132145615575
hourly,0.001628832611955808
platelets,0.0016287027750927004
Liquid,0.0016261698044397913
Normal,0.0016205287531086431
Foley,0.001608861709744961
heparin,0.0016082492850536588
clear,0.0016069190223687376
lateral,0.0015976492089356655
bd,0.0015963256758034729
iv,0.0015941598539410378
Albumin,0.00157678755651778
CT,0.0015741785672822937
TUBE,0.0015739654444019595
reflux,0.00154697568133238
choledochal cyst,0.0015429276131225897
site,0.001536025551258754
healthy,0.0015337139825157757
urine output,0.001510723281120017
hematoma,0.001508718218522286
Nausea,0.001506418598062545
SERUM_SODIUM,0.0014979661298926733
MIN,0.0014876769564409835
evening,0.0014873810148497597
single,0.0014869828749441152
ileostomy closure,0.0014654266329850805
chest,0.0014648202815442303
rta,0.0014522373181698727
Fever,0.0014498615788134015
abdominal distention,0.0014421374895333687
severe,0.0014351842529120582
gastrojejunostomy,0.0014091059595251103
severe pain,0.0013762310847376127
NA,0.0013653651125053686
wound,0.0013630066843838716
Low,0.001357236569192069
Vomiting,0.0013567639257062913
noradrenaline,0.001338642049444412
weakness,0.0013356965447632184
Died,0.0013334833434657666
purulent,0.0013250254905061067
hospital,0.001319814938093525
Blood transfusion,0.0013076175730344145
Hypertension,0.0013001187213192793
Drop,0.0013001031531454839
pancreatectomy,0.0012976615761733216
inhalation,0.0012974648606352984
DI,0.001287595793309983
gangrene,0.001284316498179341
Wound,0.001283295104287205
Has DVT prophylaxis been administered,0.00128046587407857
Tachycardia,0.0012802358214026508
Incisional hernia,0.0012643478839764206
Poor,0.0012642374291694826
loose stool,0.0012567756057622005
Conscious,0.00125494594718943
Heparin,0.001254901653817604
distress,0.0012529351009534062
Nasal,0.0012484486792563212
TLC,0.0012479150529007606
Has antibiotic prophylaxis been given within the last 60 minutes?,0.0012478514551496967
Pt,0.0012289074804780354
PATIENT,0.0012282718515178347
Single,0.0012253977589087798
once,0.0012244345335720376
treatment,0.0012236174408204103
sodium,0.001209111677164439
abdominal discomfort,0.0012042560110210037
umbilical hernia,0.001202253864316909
Platelet,0.0011874415617462
respiratory distress,0.0011722472445922936
Wound infection,0.0011693358339331988
Tachypnea,0.0011664458175659638
IV fluids,0.0011597857367800608
active,0.0011562982134428164
creatinine,0.0011457869330480093
CONTINUE,0.0011423094661596046
GB,0.001140693666975914
antibiotics,0.0011376128685940965
continue,0.0011372466144598228
daily,0.0011227780339202343
HB,0.0011192232332760577
STABLE,0.0011065489619666578
Pancreatectomy,0.0011036697088399774
right hemicolectomy,0.0010995584358016255
Pr,0.0010995297885920642
small bowel resection,0.0010976195083113713
CCI,0.0010752279627598896
drainage,0.0010738311624249178
Gastrograffin,0.0010664744854115775
clean,0.0010587721932392997
bilious vomiting,0.0010556645685015351
cystogastrostomy,0.0010348149818904485
ambulation,0.0010262456567686315
swelling,0.0010254091439251115
FLATUS,0.0010123372686059056
SITE,0.0010101214315678755
good,0.0010095146933006467
Uop,0.0010043281790606204
tracheostomy,0.000998393471253684
Gallstones,0.0009943163972648977
Bleeding,0.0009871249349237843
Pain,0.0009842069382695222
parent,0.0009796506161572837
gastrografin,0.0009728393232894425
Abdominal,0.0009682124910717018
bradycardia,0.0009635669849634479
Chest,0.0009622540634628648
hepaticojejunostomy,0.0009607920595637898
Diagnosis,0.0009593934436329878
ct,0.0009525647409460624
HR,0.0009521920260551204
Repair,0.0009497778998837503
BLOOD TRANSFUSION,0.000946962185564114
NAUSEA,0.000946058629983392
sensitivity,0.0009439995143065546
High,0.000942765123040049
iv fluids,0.0009392076626054313
left hemicolectomy,0.0009247231407271578
appendectomy,0.0009218974968653895
positive,0.000917989673397495
constipation,0.000917973432750947
continuation,0.00090599985884649
Left hemicolectomy,0.0009055889246534299
Min,0.0009042367777248945
Lateral,0.0009028656917898886
ffp,0.0009014655616422956
low urine output,0.0009007448961844214
Conscious and oriented,0.0008935914238243434
stat,0.0008934878583229031
amylase,0.0008934353063088735
stop,0.0008916171254520509
metabolic,0.0008879497716689272
pancreatitis,0.0008860132897299549
metabolic acidosis,0.0008778788132658869
hrs,0.0008726527864799694
total colectomy,0.0008683404481071006
Diagnostic laparoscopy,0.000863769186355352
Abdominal distension,0.0008629081178750739
twice a day,0.0008597298554180684
mild,0.0008584254910997852
diarrhea,0.0008582954285302535
CO2,0.0008577000719466855
sepsis,0.0008403371857810018
Abdomen,0.0008353669002885786
Na,0.0008346913306538512
DIET,0.0008324679009380166
Inr,0.0008287099235911436
LOW,0.0008261079221425321
lasix,0.0008182073167899968
Does Patient Have A Difficult Airway/Aspiration Risk?,0.0008103448879658042
cough,0.0008098136488645428
small bowel obstruction,0.0008095699549062207
Whipple procedure,0.0008090557439136728
suppository,0.0008085581162293844
Whipple's operation,0.0008024702550903955
diagnostic laparoscopy,0.0008021289914551128
echo,0.0007995389911626373
none,0.0007985559561027669
ENT,0.0007974044235252026
Gastrojejunostomy,0.0007967835041507224
whipple procedure,0.0007875330314506545
ESTIMATED BLOOD LOSS,0.0007867149240279834
dulcolax,0.000784748054201274
night,0.0007777458332333258
distal pancreatectomy,0.0007769998978997212
Choledochal cyst,0.0007757836531424707
stricture,0.0007490223882050104
NORMAL,0.000747241396304379
PCV,0.000744788124645052
