,importance
weight,0.031163000764170286
Height,0.023805281076623126
urine,0.012121366049342353
UREA,0.011345682704590796
SERUM_ALBUMIN,0.009300440497799937
SERUM_GGT,0.00791254252917811
ALKALINE_PHOSPHATASE,0.007522472964530306
cyst,0.00743117986199895
motion,0.007380294494983523
SERUM_CREATININE,0.007023617918714205
repeat,0.0069612844824194515
pulse,0.00689375674832499
stoma,0.006541369631741975
primary,0.006405774504275655
DIRECT_BILIRUBIN,0.006011145193243078
SERUM_CALCIUM,0.006009845765211981
cbc,0.005751339995790419
hemoglobin,0.005584420998399758
biopsy,0.00556811595011068
SERUM_POTASSIUM,0.005266688554945044
WBC,0.005142717773246907
OD,0.005129461502084529
Transfusion,0.005105533112582139
TOTAL_PROTEIN,0.005042235202227304
vomit,0.004941690567778147
yes,0.004742831380174908
loose stool,0.004735064577751351
mL,0.004718188036098051
oral,0.0043606262340440335
tab,0.004320832661611399
closure,0.004318421244193226
nausea,0.004282176500658956
IV FLUIDS,0.004278075291753638
enema,0.004224660972398525
cholecystectomy,0.004171234776538692
liquid,0.004165454067220262
fistula,0.004159198828181495
min,0.004146292612481946
stenting,0.0041120969171566605
drop,0.004068019099525888
SGOT,0.003942377614479642
Stable,0.0038685870946948515
Phosphorous Test,0.003798409923384778
Whipples procedure,0.0037690761771439437
flatus,0.0037316645890057465
appendicectomy,0.0037258387373179705
PLT,0.0036817177129882467
fever,0.0036684298042015135
stable,0.0036607672982199024
transfusion,0.0036570038892082706
rt,0.0035899972574001612
possible,0.0035695929134258514
hb,0.003498014134597682
temp,0.003463270873937362
Hb,0.003445517257409332
BILIRUBIN,0.0034400178093237123
vomiting,0.003361012578267316
diet,0.0033581144819992905
Abdominal distention,0.0033439895911512463
stool,0.003307833108051864
RTA,0.003296412800362826
Stop,0.0032780333009344285
Bleeding,0.0031958345056239098
subtotal colectomy,0.0031851761074516275
days,0.003170058229952704
prothrombin,0.0031427488036755474
room air,0.0031416520623083993
foley,0.003114674635522162
exploratory laparotomy,0.003023309515799845
repair,0.00299381280006535
Pancreatic necrosectomy,0.0029823915502551267
soft diet,0.0029484758112830597
fentanyl,0.0029236212203168923
hr,0.002900971122479272
ivf,0.0028984568680472337
Liter,0.0028891149977891216
IVF,0.0028741301744412465
BD,0.0028114121884892855
water,0.002799099967392941
Hr,0.0027923656099757862
packing,0.0027870797320096925
APTT,0.002779242144840566
normal,0.002777753260874206
UOP,0.0027596611167513448
ml,0.002759647428152118
Patient,0.0027584294792685283
abdomen,0.0027511400120330165
left,0.0027427769068534918
black,0.0027277771243932832
hiccups,0.00271620272719316
Oral,0.0026533283600501585
Liquid,0.0026472687575942082
None,0.002643665298142646
NA,0.002639664826094812
FFP,0.0026393034129394673
uop,0.002629773201961329
Flatus,0.002620696155959871
SGPT,0.002612206514070095
WOUND,0.0025930674527801403
bleeding,0.0025913938353124854
pain,0.002575298256982215
total gastrectomy,0.002565211893982887
right,0.002477719814655345
pr,0.002466588527584358
