,importance
weight,0.027198965356389354
Height,0.02439499614377082
urine,0.010954575679726275
SERUM_ALBUMIN,0.010373876330496402
hemoglobin,0.009789332063034924
UREA,0.007782007328209773
stoma,0.007385723685564528
repeat,0.006772969823118974
pulse,0.006544026195540039
PLT,0.006377233601403244
SERUM_CREATININE,0.006211263515339375
DIRECT_BILIRUBIN,0.006003872783241857
rt,0.005941782773958272
SERUM_CALCIUM,0.005792459614747273
TOTAL_PROTEIN,0.005765749236339964
ALKALINE_PHOSPHATASE,0.005644958695917808
SERUM_POTASSIUM,0.005587462143600659
WBC,0.005499406645897288
OD,0.005453978786867545
closure,0.0054369520583132346
SERUM_GGT,0.005185854092076586
biopsy,0.005166786440224689
primary,0.005111325966380734
stable,0.0050519992605700306
min,0.004974779014196667
cbc,0.004822957474542108
mL,0.004783945306877811
nausea,0.004671193228302475
colostomy,0.004542282549924281
soft diet,0.004387189409272306
IV FLUIDS,0.004326982092384577
Transfusion,0.004296605310572658
cyst,0.0042359647658947825
stool,0.004184203030630814
motion,0.004156735327514775
foley,0.0040755962575154585
Soft diet,0.00405199013045642
flatus,0.004024132992364548
Pancreatic necrosectomy,0.003976456195377263
oral,0.0039675804767919775
fever,0.003959740182526741
Flatus,0.003874047068176839
IVF,0.0038702926218838404
liquid,0.003867665609628997
Hb,0.0038533942420988384
diet,0.0038253133135625257
perforation,0.0037527914888656863
vomiting,0.0036637103536140752
RTA,0.0035957578642903895
liter,0.003574679091066755
hr,0.0035393208494256287
transfusion,0.0035358802675814404
conscious,0.003527855429400336
vomit,0.003469536966879519
SGPT,0.0034609315400139077
cholecystectomy,0.003423127069377499
patient,0.0033988934824044246
ml,0.0033944639209653057
subtotal colectomy,0.0033764538789515554
Oral,0.0033623022533626487
tab,0.0033587280851729365
water,0.003319907506739577
FFP,0.0033090394008710704
days,0.003269895867060515
None,0.0032496050201799563
prothrombin,0.003246643403621557
appendicectomy,0.0032393149957490527
enema,0.0032186340582674544
normal,0.003190190470492316
Hr,0.0031859177624033027
fistula,0.0031774431351730605
Stable,0.0031580799466699293
incisional hernia,0.003140193057483098
Phosphorous Test,0.003137102921732153
Albumin,0.0031200655248713196
half,0.003105069057181244
albumin,0.0031017908212804235
UOP,0.003050193114469145
left,0.0030430275786991817
Whipples procedure,0.003035400365902627
SERUM_SODIUM,0.002990272552383725
BILIRUBIN,0.0029878035360014015
repair,0.002947488250170387
PR,0.0029324949215842194
abdomen,0.002923300333344739
stenting,0.002910594795043056
right,0.002884795152149845
Patient,0.0028709151250119764
duodenal perforation,0.0028447333680940087
PRBC,0.0028427878447489906
fentanyl,0.0028422252645413913
hb,0.002831791166958566
whipple procedure,0.0028210826101345444
pain,0.002809074861830808
daily,0.002777816788877166
SGOT,0.0027753913781182298
black,0.002750855725106008
abdominal,0.0027437962160956997
Abdominal distention,0.0026959026486953726
temp,0.00263564636695749
packing,0.0025873601823490793
pr,0.002561582717546676
Left,0.002548108861664022
Vomiting,0.0025403336883468818
ivf,0.00251665676770569
Liquid,0.002472777637659572
drop,0.002470289715838262
exploratory laparotomy,0.0024621409326367836
total gastrectomy,0.002460755540093396
Right,0.0024514621951238808
air,0.0024370879240930574
yes,0.0024325742039347127
feeding jejunostomy,0.0024277918809229356
Stop,0.0023968825309529113
other,0.0023710000907408773
mg,0.002363219780546833
present,0.002336851841225404
NA,0.0023108252519718864
FEVER,0.0023065487302623335
Exploratory laparotomy,0.0023049447899519547
improved,0.002298990740336451
iv,0.0022953297399962327
platelets,0.0022882706403181668
LEFT,0.0022818251867544126
low,0.002264055837386881
tube,0.002250851265004716
pt,0.0022187972075102392
uop,0.002214195286739349
spo2,0.002212941915259965
obstruction,0.002205886574174789
WOUND,0.0021930386454830702
surgery,0.0021674063380403927
possible,0.0021522038699571403
tumour,0.0021457950202726384
drowsy,0.002128005836185491
Min,0.0020915432434395658
Conscious,0.0020708978671093886
reflux,0.0020705232141024223
reconnection,0.0020437261312676413
bleeding,0.0020300949846538082
Fever,0.002023912823085628
bilious vomiting,0.002015167700261802
bolus,0.0020149460768004667
maintain,0.0019554834853183637
CT,0.0019531841810677677
blood transfusion,0.0019296514093365012
GB,0.0019295818479985942
Rta,0.0019162154300851936
HJ,0.0018855040946851834
ileostomy closure,0.0018715071859775941
bd,0.0018694147514184839
gastrograffin,0.0018615909329898507
room air,0.0018431779945718668
WATER,0.0018294910441013
bag,0.0018209553580778083
BD,0.0018136924403309523
lateral,0.0018071009632093847
TRANSFUSION,0.0018052871426049821
RTa,0.0017925408025017409
purulent,0.0017919564654536888
Nausea,0.001758244448598162
unit,0.0017505313897016293
jejunostomy,0.0017457640528656666
mouth,0.001745625831402115
small,0.0017287635180631119
ileostomy,0.001708535100432658
HIGH,0.001689433229170827
DT,0.0016755595597993133
high,0.001667839566498596
tachycardia,0.0016677750710373854
CBC,0.001638632903486491
excision,0.0016349154210264295
APTT,0.001619290906453274
Drop,0.0016192224087374192
sepsis,0.001615513341909265
morning,0.0015936744852110005
Pt,0.0015760738397074575
choledochal cyst,0.0015735996236690315
Hypertension,0.0015697459515569743
good,0.0015539689228743251
pancreatic necrosectomy,0.0015498363706600992
abdominal discomfort,0.0015424558397967398
Low,0.001535594020982252
Chest,0.001527850731575583
respiratory distress,0.0015178165170655045
Platelet,0.0015131183640198608
hourly,0.0015068065604848884
ML,0.001505423467180705
rta,0.0014873113283241882
adhesiolysis,0.001475864495459115
chest,0.001471645074800403
Bleeding,0.0014674020842493447
Abdominal,0.0014638475700896247
wound,0.0014573978330019194
severe pain,0.0014573345885177391
injury,0.0014547876835342883
Abdominal pain,0.0014328798102472735
