,importance
weight,0.034364683089550166
Height,0.02520804131946251
UREA,0.010195582458524682
urine,0.010170054500747856
SERUM_GGT,0.008858699828216219
SERUM_ALBUMIN,0.00798225290734255
hemoglobin,0.007245236484393038
stoma,0.0072143927435837215
pulse,0.0069397975288079455
repeat,0.006431096602178112
SERUM_POTASSIUM,0.005787349842378545
SERUM_CREATININE,0.005702925845223503
mL,0.00555769097364741
ALKALINE_PHOSPHATASE,0.005391567044734954
biopsy,0.00519971964359793
closure,0.005107797892135266
motion,0.005099180204853572
WBC,0.005082335074208948
SERUM_CALCIUM,0.005068770220836043
cbc,0.005018142342518848
days,0.004943942709895091
primary,0.004930992545284683
rt,0.004806696024422327
Transfusion,0.0047748386863742855
Pancreatic necrosectomy,0.004708603820742349
vomit,0.00466516257043343
stenting,0.00465786634776028
min,0.0046324538316353
IV FLUIDS,0.004629432612298866
Stable,0.004582960595479337
fistula,0.004538283869560378
TOTAL_PROTEIN,0.004508991342301835
black,0.004379109950496573
SGOT,0.004309089209655581
nausea,0.004258798859853685
cyst,0.004258018901478076
stable,0.004248083573033217
soft diet,0.004222618167397746
oral,0.004197929228075551
fever,0.004129308666634591
Phosphorous Test,0.004008442806280457
DIRECT_BILIRUBIN,0.00400249411431047
stool,0.003962308134936029
Flatus,0.003951188537581973
liquid,0.003923465404039316
transfusion,0.003889542388048
vomiting,0.003872038898580116
cholecystectomy,0.0038648286374044177
Hr,0.003554640174496591
Hb,0.003528750660883042
ml,0.0035079577775658983
Albumin,0.0034671332076995323
Soft diet,0.003455273398942164
unit,0.0034518010672103124
hr,0.0034236914071437137
foley,0.0034008333886868572
PLT,0.003388059429526593
Right,0.0033843281204605233
possible,0.0033830784942033413
flatus,0.0033335803775989543
diet,0.003319084061431677
IVF,0.003316799392259894
incisional hernia,0.0031824283083116455
hb,0.0031391008703198476
UOP,0.003110643300852056
normal,0.003095852897425351
Liquid,0.0030901745592326222
Abdominal distention,0.0030833427031147333
temp,0.0030731479073882718
subtotal colectomy,0.0030041366704611884
tube,0.0029780964933833515
pain,0.0029666826633264185
colostomy,0.002935353149105585
pt,0.0029306013415496142
SGPT,0.0028900625967333143
right,0.0028850822812664916
BILIRUBIN,0.002859985843163753
FFP,0.002855336094789791
enema,0.0028496087712099154
appendicectomy,0.0027932242354267046
RTA,0.002717105289026029
morning,0.00271263021274991
OD,0.0027027817082044643
abdomen,0.002701453593428992
