,importance
weight,0.0338867262171135
Height,0.02354565430360585
urine,0.010384047078034192
SERUM_ALBUMIN,0.01031529259172031
stoma,0.010219946059861448
cbc,0.0101088209269613
UREA,0.008442950583259362
TOTAL_PROTEIN,0.007308535753958898
primary,0.007111801039809773
repeat,0.006948621167447969
hemoglobin,0.006883438606700932
SERUM_CREATININE,0.006738453219060262
ALKALINE_PHOSPHATASE,0.0064081884370327385
Transfusion,0.006028063047885517
pulse,0.00589890375055483
mL,0.0057627065227597385
SERUM_POTASSIUM,0.0056939862404060924
rt,0.005629816499139381
WBC,0.00542408547806107
closure,0.005109180237647943
motion,0.005033569606544774
SERUM_CALCIUM,0.004884844761784473
DIRECT_BILIRUBIN,0.004660802891837545
enema,0.004611241981142959
SERUM_GGT,0.00459471359357305
stable,0.004541503767887672
vomiting,0.004534263143775835
fever,0.004446671886095027
min,0.004424546934892689
nausea,0.0043273238829080445
stenting,0.004307729978098078
LEFT,0.004285216387058577
CCI,0.004254223308892785
tab,0.0041844992779736905
vomit,0.004178260680019538
FFP,0.004166138227199209
Phosphorous Test,0.004155189916386304
soft diet,0.003981331258884894
cyst,0.003962714188376268
liquid,0.003906439010340405
RTA,0.0038858579355345287
ivf,0.003864724407334226
perforation,0.003813618383883814
bleeding,0.0037957740615505485
oral,0.003771673361586636
biopsy,0.0037515435612408745
cholecystectomy,0.003748298188252522
Flatus,0.0036582030460929325
spo2,0.0036031797131628237
Exploratory laparotomy,0.0035897176972743516
Patient,0.003524331915329744
BILIRUBIN,0.0035112557833197875
PLT,0.003456939679360399
SGPT,0.0034538807390449015
Pancreatic necrosectomy,0.003423680145610919
appendicectomy,0.0033883516778510105
IVF,0.003385404019021265
stool,0.0033747519788099845
OD,0.00334140556377194
diet,0.0033206768802269667
foley,0.0032897988666460336
transfusion,0.003266920716959485
Stable,0.0032329167919995763
days,0.003214877621795257
fentanyl,0.003203489312190825
adhesiolysis,0.003184877338366057
Abdominal distention,0.003111646526469082
abdomen,0.0030659818524219496
patient,0.0029995650634839902
Left,0.0029912314595504728
total gastrectomy,0.0029888087393269173
Oral,0.0029685410540344222
ml,0.0029680014821796587
Right,0.0029089704453776695
repair,0.0028743472832046687
pt,0.0028657454151995833
splenectomy,0.002853414643230161
possible,0.002850485193642396
UOP,0.002845656409293854
Soft diet,0.002816183741941436
None,0.0028066132541261827
subtotal colectomy,0.0027817304600496907
albumin,0.002761540661586344
normal,0.002760146389410307
IV FLUIDS,0.0027599657843512494
abdominal distension,0.0027287260366194964
SGOT,0.0027086746867436068
nausea and vomiting,0.002684604092871694
pain,0.0026769510152182597
