,importance
weight,0.03304042256427019
Height,0.02608031797439064
UREA,0.016271468579461282
urine,0.010019924846280937
SERUM_ALBUMIN,0.009686398838908834
SERUM_POTASSIUM,0.008733786430110604
repeat,0.007362518071011238
primary,0.00696452235763481
hemoglobin,0.006570418968128882
pulse,0.0064983017746508085
incisional hernia,0.0060106409160960725
motion,0.0056707413023557715
Transfusion,0.005469638836704676
min,0.005243524245880383
stoma,0.005217756977288668
ALKALINE_PHOSPHATASE,0.005103143855067129
IV FLUIDS,0.005017772727351336
biopsy,0.004932794285758815
TOTAL_PROTEIN,0.004874980267710141
fentanyl,0.004817682338558554
SERUM_CALCIUM,0.0048097897720455855
SERUM_CREATININE,0.004765014611066681
closure,0.004711871472905972
oral,0.00464665867225944
stable,0.004633494475477731
WBC,0.00460269978674962
FEVER,0.004456181562552765
DIRECT_BILIRUBIN,0.0044312032039977335
mL,0.0042819720317851945
soft diet,0.00428027714095192
fever,0.0042710355182876
vomiting,0.004243194380451539
WOUND,0.004189931788981108
vomit,0.004109520680748685
SERUM_GGT,0.004084864322242733
possible,0.003984264122066613
cbc,0.003974304683503551
liquid,0.003920398503359028
rt,0.003908466458426899
repair,0.0038763399423579724
nausea,0.0038405515882896524
days,0.0038008248903820346
cholecystectomy,0.003793062645373738
stenting,0.003792366831963867
packing,0.0036555686790351763
flatus,0.003622450501664194
temp,0.003619773400611965
cyst,0.0036186209860964618
RTA,0.003603560707643087
hb,0.0035632103122209425
Hb,0.0035538929790666566
PLT,0.003469084883031884
right,0.003435735585107836
diet,0.0034150035882740916
prothrombin,0.0033810811140975385
OD,0.003364071331172031
FFP,0.003320644191478815
IVF,0.003300900568883006
Stable,0.0032964267960141477
Pancreatic necrosectomy,0.003248443091407382
stool,0.003192801472426917
left,0.003158856647400456
UOP,0.003135456949153877
Flatus,0.003135453302951539
pr,0.003126150574024407
Oral,0.0030745182160730115
yes,0.003067274911814977
Patient,0.0030480826305642012
Phosphorous Test,0.003037978608246771
SGOT,0.003004914782970455
None,0.0030039738906908276
transfusion,0.002943483647684717
Right,0.0029176980528129626
Single,0.002885336228863359
maintain,0.002878064017622929
appendectomy,0.0028653013629281595
BILIRUBIN,0.002811544294053379
pain,0.0027993754407483543
patient,0.0027877105444002537
ml,0.002759945463134463
ivf,0.0027530569182124313
foley,0.002736271490735558
hourly,0.0027351432105142516
water,0.00271874842362495
total gastrectomy,0.0027053066996852097
hr,0.0026627747170088613
black,0.0026270751642265217
fistula,0.0026126331830924696
Rta,0.0026102720374952507
ORAL,0.0026011676281277136
TRANSFUSION,0.0025786735563029157
Left,0.002576763217572817
low,0.0025670835507830337
NA,0.0025556291409243896
Whipples procedure,0.0025545562131663673
Soft diet,0.0025134634181889926
uop,0.0025071087804002913
abdomen,0.0024976019211214564
tab,0.0024819594286003
exploratory laparotomy,0.002462897794151412
Hr,0.002449413475222003
Exploratory laparotomy,0.0024424962805389043
enema,0.002430363005722865
PRBC,0.0024086319661364764
appendicectomy,0.002400588719421666
drop,0.0023951935667991743
abdominal distension,0.002356492419486505
Conscious,0.0023245861934383426
pt,0.0023165721977929043
HJ,0.0023138788779453433
room air,0.002288080321837209
distress,0.002261423806461924
present,0.002243799203247568
subtotal colectomy,0.0022367940186430067
Ca,0.0021869316962981403
SGPT,0.002181154729794857
tracheostomy,0.002172977459141761
PR,0.002155769173506396
tachycardia,0.0021487531143886012
normal,0.002147372794057935
abdominal,0.002137169021532147
other,0.0021202354189922773
mouth,0.002111522300700653
loose stool,0.0020974321876847633
Fever,0.0020883298996819733
Abdominal distention,0.002080618828458131
Bleeding,0.0020691131338061116
Foley,0.0020599560777340657
perforation,0.0020589595594349584
iv,0.00205444128950204
half,0.0020498062088983434
ileostomy,0.0020413945777798363
LEFT,0.0020396852824962615
ML,0.001986961745862524
Liquid,0.001986865550473664
jejunostomy,0.0019835714409366114
Min,0.0019711300392729245
gm,0.0019533248485187156
surgery,0.001950890189456503
reconnection,0.0019116062475202976
air,0.0018878161387115534
morning,0.0018623852177688854
