,importance
weight,0.030332207898115963
Height,0.026017062813536208
urine,0.010917679921214769
UREA,0.010189008089354825
SERUM_ALBUMIN,0.010099831422058631
SERUM_POTASSIUM,0.00837062903863351
pulse,0.008019150678159441
ALKALINE_PHOSPHATASE,0.007077692229680973
SERUM_CREATININE,0.006936808508202127
stoma,0.006910958801353483
hemoglobin,0.006868251224807651
DIRECT_BILIRUBIN,0.0067709659444946495
repeat,0.006719462914476926
primary,0.0062194457156704444
mL,0.005982252501600993
SERUM_GGT,0.005916418696582057
days,0.005825057354098894
WBC,0.005656433277268392
Transfusion,0.00538923702541669
SERUM_CALCIUM,0.005378806243803927
appendicectomy,0.005185364720389886
stable,0.005171643936607146
closure,0.004841852050272588
TOTAL_PROTEIN,0.00483014884313143
IV FLUIDS,0.004676521107102743
Flatus,0.004552195978283615
min,0.004455310778929128
oral,0.0044464821218905175
nausea,0.004438253227455764
vomiting,0.004425273030564449
cbc,0.0044077596521087115
soft diet,0.004330947150323647
BILIRUBIN,0.0043140830037542485
vomit,0.004303802223803622
fever,0.004223833514338756
biopsy,0.00417834316488135
stenting,0.004094714260140446
Hb,0.004060355720037773
fentanyl,0.003984128572587874
splenectomy,0.003972339309992159
prothrombin,0.0039424728556220956
enema,0.0039212425207229475
SGOT,0.003864695850347773
temp,0.003855365863052119
fistula,0.003777705556103594
Stable,0.003774537565911987
transfusion,0.0037443762381950394
diet,0.0037239375697440337
Phosphorous Test,0.0036416817202780034
motion,0.003640924275039182
cholecystectomy,0.0035366048449610855
OD,0.0034740318380829045
rt,0.0034545942327274476
subtotal colectomy,0.003442908988062687
flatus,0.0033735214279373184
Pancreatic necrosectomy,0.0033642432871495214
IVF,0.003337703431882933
tab,0.0031754677551424563
possible,0.003146082293667508
stool,0.003116360719991601
incisional hernia,0.003092077508930169
PLT,0.0030339530184903736
repair,0.00303018042202075
Left,0.0030090193716485383
RTA,0.0030064176218570207
right,0.003001661302113384
Oral,0.002989713748073585
cyst,0.002955804605607822
pt,0.0029549384684274195
pain,0.0029355406683480795
yes,0.0029333376445504805
hr,0.00290119114484995
liquid,0.002888339879769162
ml,0.0028538887513218686
UOP,0.0027811541137095193
total gastrectomy,0.002780088334847147
WOUND,0.0027542151364686
Right,0.0027309657614673828
Soft diet,0.002705378150100549
Patient,0.0027010184540019765
Hr,0.002668539394888364
SGPT,0.0026510427488909832
packing,0.002648441665698921
FFP,0.002563123673575784
albumin,0.0025423504100001004
water,0.002538239523753063
mg,0.0025209086763901345
foley,0.002503136070811197
maintain,0.0024731180699720436
HJ,0.0024637497801400987
normal,0.002414643626066055
air,0.0024112185388513135
ileostomy,0.0023958615711529986
abdomen,0.0023747753712999435
colostomy,0.002365311210897348
Exploratory laparotomy,0.0023380272056752367
Rta,0.0023365994227203643
ivf,0.002328204743937095
exploratory laparotomy,0.002323335050379997
low,0.0023231570287287327
hiccups,0.002315578131154161
DT,0.002309994837987921
IV,0.002304452192229762
drop,0.0023034540504967577
SERUM_SODIUM,0.0022989879067730782
HR,0.00229707219209405
PR,0.002292485913635777
other,0.002288450712233531
hb,0.002287074880578281
left,0.0022728203467060814
BD,0.002256230907052999
Whipples procedure,0.002255997231467454
Nausea,0.0022521499583111515
excision,0.0022307378994657124
None,0.00222795306169659
abdominal,0.0022232726423280155
patient,0.002213864052605566
HIGH,0.002212955241837471
heparin,0.0022011843926893425
blood transfusion,0.0021949701829559413
diarrhea,0.0021832655438308464
Abdominal distention,0.0021758259980075986
TRANSFUSION,0.0021547921191902436
black,0.0021472452237133377
morning,0.0021342337325449038
reconnection,0.00213009498238288
half,0.0021252024721814403
present,0.002119883891160907
Liter,0.0021165281839365235
perforation,0.0021051193020104747
Liquid,0.002099934939136801
STOOL,0.0020853739244323364
unit,0.002072616321889192
Conscious,0.0020688632615472524
PRBC,0.0020488155955813
adhesiolysis,0.002043607327291724
bleeding,0.0020410867777410414
obstruction,0.002020441797591068
tube,0.002017588402546542
bag,0.0020029892581970854
clear,0.0019967108134136525
Min,0.0019669330126047884
pr,0.0019576254825847987
gm,0.0019340976450527023
iv,0.0019286744384776255
LEFT,0.0019185395272621351
injury,0.0019075445519190484
ambulation,0.001890095316046953
Vomiting,0.0018835512829188195
NA,0.0018770681315125753
evening,0.001867602924327769
RTa,0.0018600542698277269
